ID,text,label
1707,take me to star wars four page,1000000000000000000000000000000000000000000000
1708,where can i watch star wars four,1000000000000000000000000000000000000000000000
1709,tell about star wars iv,1000000000000000000000000000000000000000000000
1711,darth vader,0000000000000000000000000000000100000000000000
1712,han solo,0000000000000000000000000000000100000000000000
1713,i only want movies by sidney lumit,0000000000000100000000000000000000000000000000
1715,can you please open page about in july movie,1000000000000000000000000000000000000000000000
1716,display details of in july movie,1000000000000000000000000000000000000000000000
1717,exhibit details of in july movie,1000000000000000000000000000000000000000000000
1719,about movie in july,1000000000000000000000000000000000000000000000
1721,show information for the movie title in july with moritz bleibtreu,0000000000000000000000000000001000000000000000
1722,give me details about the movie in july,1000000000000000000000000000000000000000000000
1724,i would like to get detailed information about the movie in july,1000000000000000000000000000000000000000000000
1726,show data for the movie in july,1000000000000000000000000000000000000000000000
1727,show me detailed information about the movie in july,1000000000000000000000000000000000000000000000
1728,show me more details for the movie in july,1000000000000000000000000000000000000000000000
1729,check movie in july information,1000000000000000000000000000000000000000000000
1732,show me anne hathaway's latest movie,0000000000000000010000000000001000000000000000
1733,show me hathaway's recent movies,0000000000000000010000000000001000000000000000
1735,angelina jolie movies,0000000000000000000000000000001000000000000000
1736,in which movies has angelina jolie starred,0000000000000000000000000000001000000000000000
1737,list of movies starring angelina jolie,0000000000000000000000000000001000000000000000
1738,movies with angelina jolie,0000000000000000000000000000001000000000000000
1739,show angelina jolie movies,0000000000000000000000000000001000000000000000
1741,show movies with angelina jolie,0000000000000000000000000000001000000000000000
1742,what movies has angelina jolie been in,0000000000000000000000000000001000000000000000
1743,which movies has angelina jolie been in,0000000000000000000000000000001000000000000000
1744,list movies starring angelina jolie,0000000000000000000000000000001000000000000000
1745,list movies with angelina jolie in them,0000000000000000000000000000001000000000000000
1746,funny kids movies,0000000000000001000000001000000000000000000000
1747,movies about basketball,0000000000000000000000000000000010000000000000
1748,can you locate movies produced by clint eastwood,0000000000000000000000100000000000000000000000
1751,i am looking for movies produced by clint eastwood,0000000000000000000000100000000000000000000000
1752,i need a list of movies produced by clint eastwood,0000000000000000000000100000000000000000000000
1753,please find movies produced by clint eastwood,0000000000000000000000100000000000000000000000
1754,will you provide a list of movies produced by clint eastwood,0000000000000000000000100000000000000000000000
1755,i want to see more movies with katie holmes,0000000000000000000000000000001000000000000000
1756,find any movies about horses,0000000000000000000000000000000010000000000000
1757,what are some current movies with horses as the main topic of the movie,0000000000000000000000000000000010000000000000
1758,johnny depp movies,0000000000000000000000000000001000000000000000
1759,bring up black swan production,1000000000000000000000000000000000000000000000
1760,all the movies of karan johar,0000000000000100000000000000000000000000000000
1761,karan johar's movies,0000000000000100000000000000000000000000000000
1762,find movies of karan johar,0000000000000100000000000000000000000000000000
1763,movies of karan johar,0000000000000100000000000000000000000000000000
1764,find director movies,0000000000000100000000000000000000000000000000
1765,find a list of directors and their movies,0000000000000100000000000000000000000000000000
1766,movies and who directed them,0000000000000100000000000000000000000000000000
1767,bring up all director movies,0000000000000100000000000000000000000000000000
1768,list director movies,0000000000000100000000000000000000000000000000
1769,show movies directed by,0000000000000100000000000000000000000000000000
1770,i want to look up information about the movie hotel transylvania,1000000000000000000000000000000000000000000000
1772,what has will ferrell done,0000000000000000000000000000001000000000000000
1773,find movies about gambling,0000000000000000000000000000000010000000000000
1774,find movies about ice skating,0000000000000000000000000000000010000000000000
1775,generate a list of movies about ice skating,0000000000000000000000000000000010000000000000
1776,list ice skating movies please,0000000000000000000000000000000010000000000000
1779,search for movies about ice skating,0000000000000000000000000000000010000000000000
1780,are there any movies with skating on ice,0000000000000000000000000000000010000000000000
1781,find dreamworks movies for kids,0000000000000000000000011000000000000000000000
1782,where can i see a list of movies produced in great britain,0000000000010000000000000000000000000000000000
1783,taye diggs films,0000000000000000000000000000001000000000000000
1784,about house at the end of the street,1000000000000000000000000000000000000000000000
1785,find me info on house at the end of the street,1000000000000000000000000000000000000000000000
1786,house at the end of the street movie info,1000000000000000000000000000000000000000000000
1787,i would like to see house at the end of the street information,1000000000000000000000000000000000000000000000
1788,overview of house at the end of the street,1000000000000000000000000000000000000000000000
1789,show me house at the end of the street,1000000000000000000000000000000000000000000000
1790,show me the page about house at the end of the street,1000000000000000000000000000000000000000000000
1791,get me info about the movie house at the end of the street,1000000000000000000000000000000000000000000000
1793,show me detailed information about the movie house at the end of the street,1000000000000000000000000000000000000000000000
1794,show me more details for the movie house at the end of the street,1000000000000000000000000000000000000000000000
1796,dispaly info for movie house at the end of the street,1000000000000000000000000000000000000000000000
1797,display overview of the movie house at the end of the street,1000000000000000000000000000000000000000000000
1798,i need information about the cast reviews story etc in detail about the movie house at the end of the street,1000000000000000000000000000000000000000000000
1799,send me movies that are in chinese,0000000000000000001000000000000000000000000000
1800,i want chinese language movies,0000000000000000001000000000000000000000000000
1801,show me movies in chinese,0000000000000000001000000000000000000000000000
1802,find all chinese language movies,0000000000000000001000000000000000000000000000
1803,look up movies in chinese,0000000000000000001000000000000000000000000000
1804,movies in chinese,0000000000000000001000000000000000000000000000
1805,show me movies produced by julian fellows,0000000000000000000000100000000000000000000000
1806,julian fellows productions,0000000000000000000000100000000000000000000000
1807,can you please search movies of tom cruise,0000000000000000000000000000001000000000000000
1808,find movies with tom cruise,0000000000000000000000000000001000000000000000
1809,find movies with tom cruise in them,0000000000000000000000000000001000000000000000
1810,in what movies tom cruise is,0000000000000000000000000000001000000000000000
1811,movies starring tom cruise,0000000000000000000000000000001000000000000000
1812,show me all movies tom cruise has been in,0000000000000000000000000000001000000000000000
1813,tom cruise movies,0000000000000000000000000000001000000000000000
1814,tom cruise movies,0000000000000000000000000000001000000000000000
1815,what movies has tom cruise been in,0000000000000000000000000000001000000000000000
1816,what movies has tom cruise starred in,0000000000000000000000000000001000000000000000
1817,find movies produced by george lucas,0000000000000000000000100000000000000000000000
1819,give me a list of movies produced by george lucas,0000000000000000000000100000000000000000000000
1820,give me a list of movies that george lucas produced,0000000000000000000000100000000000000000000000
1821,locate all movies produced by george lucas,0000000000000000000000100000000000000000000000
1824,find movies of yash chopra,0000000000000100000000000000000000000000000000
1825,trouble with the curve was based on what,1000000000000000000000000000000000000000000000
1826,what was the last film robert redford produced,0000000000000000010000100000000000000000000000
1829,search the campaign movie,1000000000000000000000000000000000000000000000
1830,show me information related to the film the campaign,1000000000000000000000000000000000000000000000
1831,will you please show me info on the movie the campaign,1000000000000000000000000000000000000000000000
1834,look up movie the campaign,1000000000000000000000000000000000000000000000
1835,please show me info on the movie the campaign,1000000000000000000000000000000000000000000000
1836,show me information for the movie the campaign,1000000000000000000000000000000000000000000000
1837,tell me about the movie the campaign in detail,1000000000000000000000000000000000000000000000
1838,can you show me details about the movie the campaign,1000000000000000000000000000000000000000000000
1839,find movies about love,0000000000000000000000000000000010000000000000
1840,movies about nature,0000000000000000000000000000000010000000000000
1841,show me the comedy pitch perfect,0000000000000001000000000000000000000000000000
1842,show me the movies produced by reliance,0000000000000000000000010000000000000000000000
1843,which movies are family friendly,0000000000000000000000001000000000000000000000
1844,can you get me a pg movie list,0000000000000000000000001000000000000000000000
1845,find a pg rated movie,0000000000000000000000001000000000000000000000
1846,find rated pg movies,0000000000000000000000001000000000000000000000
1847,give me some good pg moives,0000000000000000000000001000000000000000000000
1848,i am looking for movies that are rated pg for family movie night,0000000000000000000000001000000000000000000000
1849,i need to see a list of pg movies,0000000000000000000000001000000000000000000000
1850,i need to see all pg movies,0000000000000000000000001000000000000000000000
1852,pg movies list please,0000000000000000000000001000000000000000000000
1853,please show a list of recent movies rated pg,0000000000000000000000001000000000000000000000
1854,show me movies rated pg,0000000000000000000000001000000000000000000000
1855,bring up all pg movies,0000000000000000000000001000000000000000000000
1856,find me pg movies,0000000000000000000000001000000000000000000000
1857,find movies rated pg,0000000000000000000000001000000000000000000000
1858,find movies that are pg,0000000000000000000000001000000000000000000000
1859,i need movies with a pg rating,0000000000000000000000001000000000000000000000
1860,i want to search for pg rated movies,0000000000000000000000001000000000000000000000
1861,list movies rated pg,0000000000000000000000001000000000000000000000
1864,pg movies,0000000000000000000000001000000000000000000000
1865,show me pg rated movies,0000000000000000000000001000000000000000000000
1866,show me the movies rating pg,0000000000000000000000001000000000000000000000
1868,i want a list of pg rated movies,0000000000000000000000001000000000000000000000
1870,only show movies rated pg,0000000000000000000000001000000000000000000000
1872,search for movies with a pg rating,0000000000000000000000001000000000000000000000
1873,search for movies with a pg rating,0000000000000000000000001000000000000000000000
1874,show me all pg movies,0000000000000000000000001000000000000000000000
1875,show me movies with pg rating,0000000000000000000000001000000000000000000000
1876,show me movies with pg ratings,0000000000000000000000001000000000000000000000
1878,get hungarian films,0000000000010000001000000000000000000000000000
1879,i want to watch a comedy made in hungary,0000000000010001000000000000000000000000000000
1880,show me hungarian comedies,0000000000010001001000000000000000000000000000
1881,what's the latest on brad pitt,0000000000000000010000000000001000000000000000
1882,i'm looking for a jason cortlund movie,0000000000000100000000000000000000000000000000
1883,show me the movie now forager,1000000000000000000000000000000000000000000000
1884,what old movies are made by warner brothers,0000000000000000010000010000000000000000000000
1885,i want to look up alfred hitchcock movies,0000000000000100000000000000000000000000000000
1886,find me movies made by alfred hitchcock,0000000000000100000000000000000000000000000000
1887,i want to search for alfred hitchcock movies,0000000000000100000000000000000000000000000000
1888,i would like to watch an alfred hitchcock movie,0000000000000100000000000000000000000000000000
1889,show me some alfred hitchcock movies,0000000000000100000000000000000000000000000000
1890,look up alfred hitchcock movies,0000000000000100000000000000000000000000000000
1891,movies alfred hitchcock,0000000000000100000000000000000000000000000000
1892,movies by alfred hitchcock,0000000000000100000000000000000000000000000000
1893,movies by alfred hitchcock,0000000000000100000000000000000000000000000000
1894,what movies has alfred hitchcock directed,0000000000000100000000000000000000000000000000
1897,movie list hitchcock,0000000000000100000000000000000000000000000000
1898,show me hitchcock movies,0000000000000100000000000000000000000000000000
1900,hitchcock movies,0000000000000100000000000000000000000000000000
1901,what movies did hitchcock direct,0000000000000100000000000000000000000000000000
1902,show me the last five films for lionsgate,0000000000000000010000010000000000000000000000
1903,show me recent movies from lionsgate,0000000000000000010000010000000000000000000000
1906,what recently released movies are rated r,0000000000000000010000001000000000000000000000
1907,get me a list of current r-rated movies,0000000000000000010000001000000000000000000000
1909,what are some recent released pg movies,0000000000000000010000001000000000000000000000
1911,will you show me a list of recent movies rated pg,0000000000000000010000001000000000000000000000
1912,which current movies are rated pg,0000000000000000010000001000000000000000000000
1914,what was the first movie steven spielberg directed,0000000000000100010000000000000000000000000000
1916,what was the highest making movie,0000000010000000100000000000000000000000000000
1917,show me high grossing movies,0000000010000000100000000000000000000000000000
1919,what are the top grossing movies,0000000010000000100000000000000000000000000000
1921,what are the three latest films with will ferrell,0000000000000000010000000000001000000000000000
1922,what are recent films by will ferrell,0000000000000000010000000000001000000000000000
1923,any new movies with eddie murphy,0000000000000000010000000000001000000000000000
1924,i would like to look for movies about god,0000000000000000000000000000000010000000000000
1926,i want to look for movies about god,0000000000000000000000000000000010000000000000
1927,please search for movies about god,0000000000000000000000000000000010000000000000
1928,watch ron howard's latest movie,0000000000000100010000000000000000000000000000
1929,find ron howard new movie,0000000000000100010000000000000000000000000000
1931,show me all movies produced by ray stark,0000000000000000000000100000000000000000000000
1932,what movies has ray stark produced,0000000000000000000000100000000000000000000000
1933,what movie has albert brooks done lately,0000000000000000010000000000001000000000000000
1934,recent movies by steven spielberg,0000000000000100010000000000000000000000000000
1935,find sandra bullock's latest movie,0000000000000000010000000000001000000000000000
1936,i am looking for movies directed by tom hanks,0000000000000100000000000000000000000000000000
1937,find movies directed by tom hanks,0000000000000100000000000000000000000000000000
1938,show me movies that tom hanks directed,0000000000000100000000000000000000000000000000
1939,movies by tom hanks,0000000000000100000000000000000000000000000000
1941,what movie made the least money,0000000010000000100000000000000000000000000000
1942,what has tom cruise acted in lately,0000000000000000010000000000001000000000000000
1943,what new movies are playing with rating of pg thirteen,0000000000000000010000001000000000000000000000
1945,what pg-13 movies are currently showing,0000000000000000010000001000000000000000000000
1946,what other movies has will smith directed,0000000000000100000000000000000000000000000000
1947,show me the latest movies in kannada,0000000000000000001000000000000000000000000000
1948,have any new movies by twentieth century fox,0000000000000000010000010000000000000000000000
1949,current movie suggestions,0000000000000000010000000000000000000000000000
1950,show me new releases,0000000000000000010000000000000000000000000000
1951,see ed harris last movie,0000000000000000010000000000001000000000000000
1952,give me a list of recent horror films,0000000000000001010000000000000000000000000000
1953,show me movies in swedish,0000000000000000001000000000000000000000000000
1955,about in july,1000000000000000000000000000000000000000000000
1957,i want to view the page on in july,1000000000000000000000000000000000000000000000
1958,i would like to see the main page of in july,1000000000000000000000000000000000000000000000
1959,in july information,1000000000000000000000000000000000000000000000
1960,summary of in july,1000000000000000000000000000000000000000000000
1961,synopsis for in july,1000000000000000000000000000000000000000000000
1962,was life is beautiful made in italy,0000000000010000000000000000000000000000000000
1963,current movies rated g,0000000000000000010000001000000000000000000000
1964,find all new releases that are rated g,0000000000000000010000001000000000000000000000
1965,can i have a list of movie production companies,1000000000000000000000000000000000000000000000
1967,producer,1000000000000000000000000000000000000000000000
1968,i need a movie producer list,1000000000000000000000000000000000000000000000
1969,can i have a list of producers,1000000000000000000000000000000000000000000000
1971,show me more information about will smith,1000000000000000000000000000000000000000000000
1972,will smith bio,1000000000000000000000000000000000000000000000
1974,search for actors,1000000000000000000000000000000000000000000000
1975,find actors,1000000000000000000000000000000000000000000000
1976,search movie actors,1000000000000000000000000000000000000000000000
1977,movie actors,1000000000000000000000000000000000000000000000
1978,display actors in movies,1000000000000000000000000000000000000000000000
1979,show actors in movies,1000000000000000000000000000000000000000000000
1981,who is the actor will ferrell,1000000000000000000000000000000000000000000000
1982,director,1000000000000000000000000000000000000000000000
1983,find a director,1000000000000000000000000000000000000000000000
1984,find directors,1000000000000000000000000000000000000000000000
1986,search directors,1000000000000000000000000000000000000000000000
1988,give me a list of directors,1000000000000000000000000000000000000000000000
1989,where can i find a director,1000000000000000000000000000000000000000000000
1990,see bill paxton,1000000000000000000000000000000000000000000000
1991,give me information about elizabeth mcgovern,1000000000000000000000000000000000000000000000
1992,show me information on darla anderson,1000000000000000000000000000000000000000000000
1993,can you give me more information about charles,1000000000000000000000000000000000000000000000
1994,can you tell me more about the producer ray stark,1000000000000000000000000000000000000000000000
1995,give me more details about the producer ray stark,1000000000000000000000000000000000000000000000
1996,i need to know more about the producer ray stark,1000000000000000000000000000000000000000000000
1997,show me more information about the producer ray stark,1000000000000000000000000000000000000000000000
1998,show me information on shelly long,1000000000000000000000000000000000000000000000
1999,i want to know about clint eastwood,1000000000000000000000000000000000000000000000
2000,look for information about charles vidor,1000000000000000000000000000000000000000000000
2001,search for information about charles vidor,1000000000000000000000000000000000000000000000
2002,want to see charles vidor,1000000000000000000000000000000000000000000000
2003,who is childs vidor,1000000000000000000000000000000000000000000000
2004,find me more information on scorscese,1000000000000000000000000000000000000000000000
2005,find the director andrew stanton,1000000000000000000000000000000000000000000000
2006,who is andrew stanton,1000000000000000000000000000000000000000000000
2007,see the olsen twins,1000000000000000000000000000000000000000000000
2009,search for information about tom cruise,1000000000000000000000000000000000000000000000
2010,find information about tom cruise,1000000000000000000000000000000000000000000000
2011,look for information about tom cruise,1000000000000000000000000000000000000000000000
2012,look up information about tom cruise,1000000000000000000000000000000000000000000000
2013,all about will farrell please,1000000000000000000000000000000000000000000000
2014,bio on will ferrell,1000000000000000000000000000000000000000000000
2015,biography for will ferrell,1000000000000000000000000000000000000000000000
2017,bring up a bio on will ferrell,1000000000000000000000000000000000000000000000
2018,can you show me information on will ferrell please,1000000000000000000000000000000000000000000000
2019,display all information on will ferrell,1000000000000000000000000000000000000000000000
2021,goto will ferrell biography,1000000000000000000000000000000000000000000000
2025,look for will ferrell,1000000000000000000000000000000000000000000000
2026,open a page about will ferrell,1000000000000000000000000000000000000000000000
2027,please show me information on will ferrell,1000000000000000000000000000000000000000000000
2028,search for will ferrell,1000000000000000000000000000000000000000000000
2030,show me will ferrell information,1000000000000000000000000000000000000000000000
2031,show will ferrell information,1000000000000000000000000000000000000000000000
2033,who is will ferrell,1000000000000000000000000000000000000000000000
2035,will ferrell,1000000000000000000000000000000000000000000000
2037,will ferrell tidbits,1000000000000000000000000000000000000000000000
2038,will ferrell's biography,1000000000000000000000000000000000000000000000
2039,please run a search on will ferrell and display all info returned,1000000000000000000000000000000000000000000000
2040,what is terry georges background,1000000000000000000000000000000000000000000000
2041,exhibit all relevant information about the director steven spielberg,1000000000000000000000000000000000000000000000
2042,show me the bio for the director steven spielberg,1000000000000000000000000000000000000000000000
2043,who is director steven spielberg,1000000000000000000000000000000000000000000000
2044,show all relevant information about the director steven spielberg,1000000000000000000000000000000000000000000000
2045,show biography for director steven spielberg,1000000000000000000000000000000000000000000000
2047,how do i find out information about kristen stewart,1000000000000000000000000000000000000000000000
2048,learn more about kristen stewart,1000000000000000000000000000000000000000000000
2050,information on julia roberts,1000000000000000000000000000000000000000000000
2051,get me information about spielberg,1000000000000000000000000000000000000000000000
2052,i want to know about spielberg,1000000000000000000000000000000000000000000000
2053,i want to see spielberg's page,1000000000000000000000000000000000000000000000
2054,pull up spielberg,1000000000000000000000000000000000000000000000
2056,show me spielberg's main page,1000000000000000000000000000000000000000000000
2057,show me the profile of spielberg,1000000000000000000000000000000000000000000000
2058,show my spielberg info,1000000000000000000000000000000000000000000000
2060,i need details steven spielberg now,1000000000000000000000000000000000000000000000
2061,search for steven spielberg,1000000000000000000000000000000000000000000000
2062,show me the information for steven spielberg,1000000000000000000000000000000000000000000000
2063,stephen spielberg biography,1000000000000000000000000000000000000000000000
2064,steven spielberg,1000000000000000000000000000000000000000000000
2065,steven spielberg bio,1000000000000000000000000000000000000000000000
2066,steven spielberg profile page,1000000000000000000000000000000000000000000000
2068,who is steven spielberg,1000000000000000000000000000000000000000000000
2069,find info on tom hanks,1000000000000000000000000000000000000000000000
2070,show me information on tom hanks,1000000000000000000000000000000000000000000000
2073,sergio leone,1000000000000000000000000000000000000000000000
2074,i need information on sean connery,1000000000000000000000000000000000000000000000
2075,tell me about michelle pfiefer,1000000000000000000000000000000000000000000000
2077,find information about robert wise,1000000000000000000000000000000000000000000000
2078,robert wise life,1000000000000000000000000000000000000000000000
2082,alfred hitchcock,1000000000000000000000000000000000000000000000
2083,who is hitchcock,1000000000000000000000000000000000000000000000
2085,i want information about angelina jolie,1000000000000000000000000000000000000000000000
2086,i want more information on richard lester,1000000000000000000000000000000000000000000000
2087,information for vivian lee,1000000000000000000000000000000000000000000000
2088,name the producer of the godfather,0000000000000000000000100000000000000000000000
2090,what is the name of the company that produced the movie ants,0000000000000000000000010000000000000000000000
2091,show me the name of the producer of the movie avatar,0000000000000000000000100000000000000000000000
2092,can you show me the name of the producer for cabin in the woods,0000000000000000000000100000000000000000000000
2093,what is the name of the company that produced the movie avatar,0000000000000000000000010000000000000000000000
2094,please provide the name of the company that produced sparkle,0000000000000000000000010000000000000000000000
2095,what is the name of the company that produced the movie inception,0000000000000000000000010000000000000000000000
2096,hitch list producer,0000000000000000000000100000000000000000000000
2097,i want info on how produced hitch,0000000000000000000000100000000000000000000000
2098,who are the producers for the movie hitch,0000000000000000000000100000000000000000000000
2099,who is the producer for hitch,0000000000000000000000100000000000000000000000
2100,who produced hitch,0000000000000000000000100000000000000000000000
2101,who produced hitch,0000000000000000000000100000000000000000000000
2103,who was the producer for the movie hitch,0000000000000000000000100000000000000000000000
2104,info hitch producer,0000000000000000000000100000000000000000000000
2106,what company produced secretariat,0000000000000000000000010000000000000000000000
2107,what company produced the movie field of dreams,0000000000000000000000010000000000000000000000
2108,what company produced jurassic park,0000000000000000000000010000000000000000000000
2109,company that produced iron man,0000000000000000000000010000000000000000000000
2111,production company for spiderman,0000000000000000000000010000000000000000000000
2112,who produced cabin in the woods,0000000000000000000000100000000000000000000000
2113,what was the production company for black swan,0000000000000000000000010000000000000000000000
2114,get me the think like a man movie producer,0000000000000000000000100000000000000000000000
2115,who produced cars,0000000000000000000000100000000000000000000000
2116,who produced cars,0000000000000000000000100000000000000000000000
2118,who produced steel magnolias,0000000000000000000000100000000000000000000000
2119,who produces steel magnolias,0000000000000000000000100000000000000000000000
2122,who was the producer for elizabeth,0000000000000000000000100000000000000000000000
2123,please show me who produces madagascar,0000000000000000000000100000000000000000000000
2124,look for the producer of heroine,0000000000000000000000100000000000000000000000
2125,producer of heroine,0000000000000000000000100000000000000000000000
2126,can you find the producer of heroine,0000000000000000000000100000000000000000000000
2127,can you tell me who produced the movie avatar,0000000000000000000000100000000000000000000000
2128,i need to know the movie avatar's producer name,0000000000000000000000100000000000000000000000
2129,i need to know who produced the movie avatar,0000000000000000000000100000000000000000000000
2130,please tell me who produce the avatar,0000000000000000000000100000000000000000000000
2132,who is the producer of avatar,0000000000000000000000100000000000000000000000
2133,who produce the avatar,0000000000000000000000100000000000000000000000
2134,who produced avatar,0000000000000000000000100000000000000000000000
2136,who produced avatar,0000000000000000000000100000000000000000000000
2137,who produced avatar,0000000000000000000000100000000000000000000000
2138,who produced avatar with james cameron,0000000000000000000000100000000000000000000000
2139,who is listed as producer of grease,0000000000000000000000100000000000000000000000
2141,browse lionsgate information,1000000000000000000000000000000000000000000000
2142,display production company lionsgate,1000000000000000000000000000000000000000000000
2143,get info on lionsgate,1000000000000000000000000000000000000000000000
2144,goto lionsgate,1000000000000000000000000000000000000000000000
2145,i would like more information about lionsgate,1000000000000000000000000000000000000000000000
2147,see lionsgate info,1000000000000000000000000000000000000000000000
2148,show lionsgate,1000000000000000000000000000000000000000000000
2149,company that produced the avengers,0000000000000000000000010000000000000000000000
2150,show who produced black swan,0000000000000000000000100000000000000000000000
2151,who produced black swan,0000000000000000000000100000000000000000000000
2152,who produced spaceballs,0000000000000000000000100000000000000000000000
2153,find the producer of the godfather,0000000000000000000000100000000000000000000000
2154,show me the producer of the godfather,0000000000000000000000100000000000000000000000
2155,who is the producer of the godfather,0000000000000000000000100000000000000000000000
2156,who produced the godfather,0000000000000000000000100000000000000000000000
2157,who produced the godfather,0000000000000000000000100000000000000000000000
2158,who produced the godfather,0000000000000000000000100000000000000000000000
2160,producer for slumdog millionaire,0000000000000000000000100000000000000000000000
2161,company that produced thor,0000000000000000000000010000000000000000000000
2162,what company produced days of thunder,0000000000000000000000010000000000000000000000
2164,look for information about paramount studios,1000000000000000000000000000000000000000000000
2166,look at paramount,1000000000000000000000000000000000000000000000
2167,who produced hotel rwanda,0000000000000000000000100000000000000000000000
2168,who produced the movie hotel rwanda,0000000000000000000000100000000000000000000000
2172,who produced top gun,0000000000000000000000100000000000000000000000
2173,what production company produced the movie avatar,0000000000000000000000010000000000000000000000
2174,what studio made the dark knight,0000000000000000000000010000000000000000000000
2178,i wonder who produced the terminator,0000000000000000000000100000000000000000000000
2179,who is the producer of the terminator,0000000000000000000000100000000000000000000000
2180,find producer of the great debaters,0000000000000000000000100000000000000000000000
2182,who produced the movie twilight,0000000000000000000000100000000000000000000000
2183,production company for the hulk,0000000000000000000000010000000000000000000000
2185,who produced possesion,0000000000000000000000100000000000000000000000
2186,find the producer of moby dick,0000000000000000000000100000000000000000000000
2188,who produced what to expect when you're expecting,0000000000000000000000100000000000000000000000
2189,what company is the producer of inception,0000000000000000000000100000000000000000000000
2190,who produced the movie the dark knight,0000000000000000000000100000000000000000000000
2191,who produced lion king,0000000000000000000000100000000000000000000000
2192,i would like to find the producers of the lion king,0000000000000000000000100000000000000000000000
2193,what company produced sparkle,0000000000000000000000010000000000000000000000
2194,which company produced the terminator,0000000000000000000000010000000000000000000000
2195,who produced casino royale,0000000000000000000000100000000000000000000000
2196,search mgm studios,1000000000000000000000000000000000000000000000
2198,in the movie ants who is the producer,0000000000000000000000100000000000000000000000
2199,the movie ants was produced by what person,0000000000000000000000100000000000000000000000
2200,the producers for the movie ants,0000000000000000000000100000000000000000000000
2202,find the producer of gone with the wind,0000000000000000000000100000000000000000000000
2203,producer for gone with the wind,0000000000000000000000100000000000000000000000
2204,who produced the movie gone with the wind,0000000000000000000000100000000000000000000000
2205,who produced the movie,0000000000000000000000100000000000000000000000
2206,who produced the movie,0000000000000000000000100000000000000000000000
2207,who produced this movie,0000000000000000000000100000000000000000000000
2208,search for the producer of mirror,0000000000000000000000100000000000000000000000
2209,who was mirror s producer,0000000000000000000000100000000000000000000000
2210,person produced the blind side,0000000000000000000000100000000000000000000000
2212,search for the producer of step up,0000000000000000000000100000000000000000000000
2213,goto warner brothers,1000000000000000000000000000000000000000000000
2215,look up the producer of freedom writers,0000000000000000000000100000000000000000000000
2216,who produced godfather,0000000000000000000000100000000000000000000000
2219,what type of audience can watch cars,0000000000000000000000001000000000000000000000
2221,rating of movie,0000000000000000000000001000000000000000000000
2223,show me the film rating,0000000000000000000000001000000000000000000000
2224,is this movie suitable for small children,0000000000000000000000001000000000000000000000
2225,show me the rating for the movie,0000000000000000000000001000000000000000000000
2226,what is the mpaa rating for movie,0000000000000000000000001000000000000000000000
2227,what is the reccommended audience for movie,0000000000000000000000001000000000000000000000
2228,can i see this film rating,0000000000000000000000001000000000000000000000
2229,what is the parental rating on this movie,0000000000000000000000001000000000000000000000
2230,what is the rating of movie,0000000000000000000000001000000000000000000000
2232,what rating did the dark knight rises receive,0000000000000000000000001000000000000000000000
2233,what is the rating for dark knight,0000000000000000000000001000000000000000000000
2234,rating for dark knight,0000000000000000000000001000000000000000000000
2235,can you tell me whats the rating of movie avatar,0000000000000000000000001000000000000000000000
2236,i need to know the rating of the movie avatar,0000000000000000000000001000000000000000000000
2238,what is the rating for the movie ants,0000000000000000000000001000000000000000000000
2239,is hotel transylavania good for adults,0000000000000000000000001000000000000000000000
2240,show me the rating for the movie the lord of rings,0000000000000000000000001000000000000000000000
2241,what age is marley and me appropriate,0000000000000000000000001000000000000000000000
2242,how old should a person be to watch marley and me,0000000000000000000000001000000000000000000000
2243,what age is appropriate to watch marley and me,0000000000000000000000001000000000000000000000
2244,what rating is superman,0000000000000000000000001000000000000000000000
2245,rating for transylvania,0000000000000000000000001000000000000000000000
2246,tell me the rating of the movie grease,0000000000000000000000001000000000000000000000
2247,what is grease rated,0000000000000000000000001000000000000000000000
2248,tell me the rating of the film grease,0000000000000000000000001000000000000000000000
2249,what is the appropriate age for clueless,0000000000000000000000001000000000000000000000
2250,what is the rating of dirty dancing,0000000000000000000000001000000000000000000000
2253,what is the rating for house at the end of the street,0000000000000000000000001000000000000000000000
2255,is it appropriate to take my 16 year old to see land of the lost,0000000000000000000000001000000000000000000000
2256,is the movie life is beautiful ok for my six year old to watch,0000000000000000000000001000000000000000000000
2258,rating for the green hornet,0000000000000000000000001000000000000000000000
2259,show me the film rating for avengers,0000000000000000000000001000000000000000000000
2261,show rating of movie avengers,0000000000000000000000001000000000000000000000
2262,what is the rating for the avenger movie,0000000000000000000000001000000000000000000000
2263,rating for the avengers,0000000000000000000000001000000000000000000000
2264,what is jurassic park rated,0000000000000000000000001000000000000000000000
2266,show movie ratings for us movie looper,0000000000010000000000001000000000000000000000
2267,what audience will watch black swan,0000000000000000000000001000000000000000000000
2268,how is a good man in africa's rating,0000000000000000000000001000000000000000000000
2269,can i take my 13 year old to see american pie,0000000000000000000000001000000000000000000000
2270,how old for black swan,0000000000000000000000001000000000000000000000
2271,what age is black swan appropriate for,0000000000000000000000001000000000000000000000
2272,can you tell me the rating for cabin in the woods,0000000000000000000000001000000000000000000000
2273,i would like to know the rating for cabin in the woods,0000000000000000000000001000000000000000000000
2274,kindly show me the rating for cabin in the woods,0000000000000000000000001000000000000000000000
2275,show me the rating for cabin in the woods,0000000000000000000000001000000000000000000000
2276,rating for resident evil,0000000000000000000000001000000000000000000000
2277,show me the rating for the movie romeo must die,0000000000000000000000001000000000000000000000
