ID,text,raw_text,label,raw_label
1371,what are all of the movies that john|singleton has directed,what are all of the movies that john|singleton has directed,0000000000000100000000000000000000000000000000,movie.directed_by
1372,show me movies in greek,show me movies in greek,0000000000000000001000000000000000000000000000,movie.language
1373,are there any movies in greek,are there any movies in greek,0000000000000000001000000000000000000000000000,movie.language
1374,can i see all movies starring alan|rickman,can i see all movies starring alan|rickman,0000000000000000000000000000001000000000000000,movie.starring.actor
1375,show me movies with alan|rickman,show me movies with alan|rickman,0000000000000000000000000000001000000000000000,movie.starring.actor
1376,show movies charlie|sheen,show movies charlie|sheen,0000000000000000000000000000001000000000000000,movie.starring.actor
1377,funny pg thirteen movies,funny pg thirteen movies,0000000000000001000000001000000000000000000000,movie.rating movie.genre
1378,find movies produced by albert|ruddy,find movies produced by albert|ruddy,0000000000000000000000100000000000000000000000,movie.produced_by
1379,please look up movies produced by albert|ruddy,please look up movies produced by albert|ruddy,0000000000000000000000100000000000000000000000,movie.produced_by
1380,list all movies produced by alfred ruddy,list all movies produced by alfred ruddy,0000000000000000000000100000000000000000000000,movie.produced_by
1381,search for movies produced by albert|ruddy,search for movies produced by albert|ruddy,0000000000000000000000100000000000000000000000,movie.produced_by
1382,what movies has albert|ruddy produced,what movies has albert|ruddy produced,0000000000000000000000100000000000000000000000,movie.produced_by
1383,what movies have albert|ruddy produced,what movies have albert|ruddy produced,0000000000000000000000100000000000000000000000,movie.produced_by
1384,which movie was produced by albert|ruddy,which movie was produced by albert|ruddy,0000000000000000000000100000000000000000000000,movie.produced_by
1385,which all movies are produced by yash|chopra,which all movies are produced by yash|chopra,0000000000000000000000100000000000000000000000,movie.produced_by
1386,the camp out,the camp out,1000000000000000000000000000000000000000000000,NO_REL
1387,get all brad|pitt produced movies,get all brad|pitt produced movies,0000000000000000000000100000000000000000000000,movie.produced_by
1388,what movies have brad|pitt produced,what movies have brad|pitt produced,0000000000000000000000100000000000000000000000,movie.produced_by
1389,what movies were produced by brad|pitt,what movies were produced by brad|pitt,0000000000000000000000100000000000000000000000,movie.produced_by
1390,find movies starring halle|berry,find movies starring halle|berry,0000000000000000000000000000001000000000000000,movie.starring.actor
1391,look for films with halle|berry,look for films with halle|berry,0000000000000000000000000000001000000000000000,movie.starring.actor
1392,search movies in which halle|berry acted,search movies in which halle|berry acted,0000000000000000000000000000001000000000000000,movie.starring.actor
1393,films by mel|gibson,films by mel|gibson,0000000000000100000000000000000000000000000000,movie.directed_by
1394,search movies made by mel|gibson,search movies made by mel|gibson,0000000000000100000000000000000000000000000000,movie.directed_by
1395,movies by mel|gibson,movies by mel|gibson,0000000000000100000000000000000000000000000000,movie.directed_by
1396,show me a list of movies directed by mel|gibson,show me a list of movies directed by mel|gibson,0000000000000100000000000000000000000000000000,movie.directed_by
1397,is this movie a romance,is this movie a romance,0000000000000001000000000000000000000000000000,movie.genre
1398,home this movie is in english,home this movie is in english,0000000000000000001000000000000000000000000000,movie.language
1399,hope this movie is in english,hope this movie is in english,0000000000000000001000000000000000000000000000,movie.language
1400,i hope this movie would be in english,i hope this movie would be in english,0000000000000000001000000000000000000000000000,movie.language
1401,need to provide more info about the movie content,need to provide more info about the movie content,0000000000000000000000000000000010000000000000,movie.subjects
1402,was what tom|cruise's first movie,was what tom|cruise's first movie,0000000000000000010000000000001000000000000000,movie.starring.actor movie.initial_release_date
1403,is the|other|guys a comedy,is the|other|guys a comedy,0000000000000001000000000000000000000000000000,movie.genre
1404,what movies have robert|deniro produced,what movies have robert|deniro produced,0000000000000000000000100000000000000000000000,movie.produced_by
1405,find|me a list of movies directed by james|cameron,find|me a list of movies directed by james|cameron,0000000000000100000000000000000000000000000000,movie.directed_by
1406,find movies directed by james|cameron,find movies directed by james|cameron,0000000000000100000000000000000000000000000000,movie.directed_by
1407,i want to find movies by director james|cameron,i want to find movies by director james|cameron,0000000000000100000000000000000000000000000000,movie.directed_by
1408,list all of the movies directed by james|cameron,list all of the movies directed by james|cameron,0000000000000100000000000000000000000000000000,movie.directed_by
1409,list movies directed by james|cameron,list movies directed by james|cameron,0000000000000100000000000000000000000000000000,movie.directed_by
1410,watch james|cameron movies,watch james|cameron movies,0000000000000100000000000000000000000000000000,movie.directed_by
1411,can you show me a list of all the movies directed by james|cameron,can you show me a list of all the movies directed by james|cameron,0000000000000100000000000000000000000000000000,movie.directed_by
1412,show me a list of all the movies directed by james|cameron,show me a list of all the movies directed by james|cameron,0000000000000100000000000000000000000000000000,movie.directed_by
1413,show me other movies produced by james|cameron,show me other movies produced by james|cameron,0000000000000000000000100000000000000000000000,movie.produced_by
1414,show me the movies that james|cameron has produced,show me the movies that james|cameron has produced,0000000000000000000000100000000000000000000000,movie.produced_by
1415,find|me some warner|bros. movies,find|me some warner|bros. movies,0000000000000000000000010000000000000000000000,movie.production_companies
1416,i want to see movies produced by warner bros,i want to see movies produced by warner bros,0000000000000000000000010000000000000000000000,movie.production_companies
1417,show me a list of all warner|bros. films,show me a list of all warner|bros. films,0000000000000000000000010000000000000000000000,movie.production_companies
1418,show me all films produced by warner|bros.,show me all films produced by warner|bros.,0000000000000000000000010000000000000000000000,movie.production_companies
1419,show me the movies produced by warner bros,show me the movies produced by warner bros,0000000000000000000000010000000000000000000000,movie.production_companies
1420,what are the films that warner|bros. produced,what are the films that warner|bros. produced,0000000000000000000000010000000000000000000000,movie.production_companies
1421,i need to see some movies from warner|bros.,i need to see some movies from warner|bros.,0000000000000000000000010000000000000000000000,movie.production_companies
1422,search for warner|bros. movies,search for warner|bros. movies,0000000000000000000000010000000000000000000000,movie.production_companies
1423,i would love to see some movies produced by the wb,i would love to see some movies produced by the wb,0000000000000000000000010000000000000000000000,movie.production_companies
1424,what movies has jj|abrams procuced,what movies has jj|abrams procuced,0000000000000000000000100000000000000000000000,movie.produced_by
1425,show recent films starring bruce|willis,show recent films starring bruce|willis,0000000000000000010000000000001000000000000000,movie.starring.actor movie.initial_release_date
1426,list recent films with actor bruce|willis,list recent films with actor bruce|willis,0000000000000000010000000000001000000000000000,movie.starring.actor movie.initial_release_date
1427,find john|cusack movies,find john|cusack movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1428,get john|cusack movies for me,get john|cusack movies for me,0000000000000000000000000000001000000000000000,movie.starring.actor
1429,look for john|cusack movies,look for john|cusack movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1430,look for wes|anderson films,look for wes|anderson films,0000000000000100000000000000000000000000000000,movie.directed_by
1431,i would like to know the names of all the movies which have george|clooney in them,i would like to know the names of all the movies which have george|clooney in them,0000000000000000000000000000001000000000000000,movie.starring.actor
1432,which are some of the movies that have george|clooney in them,which are some of the movies that have george|clooney in them,0000000000000000000000000000001000000000000000,movie.starring.actor
1433,show me some films produced by jon|landau,show me some films produced by jon|landau,0000000000000000000000100000000000000000000000,movie.produced_by
1434,about finding|nemo,about finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1435,about finding|nemo,about finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1436,about finding|nemo,about finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1437,all about finding|nemo,all about finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1438,detail finding|nemo,detail finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1439,find|me more about finding|nemo,find|me more about finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1440,finding|nemo,finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1441,finding|nemo,finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1442,finding|nemo details please,finding|nemo details please,1000000000000000000000000000000000000000000000,NO_REL
1443,finding|nemo info,finding|nemo info,1000000000000000000000000000000000000000000000,NO_REL
1444,how can i get more information on finding|nemo,how can i get more information on finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1445,i need general information on finding|nemo,i need general information on finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1446,i would like to see finding|nemo's page,i would like to see finding|nemo's page,1000000000000000000000000000000000000000000000,NO_REL
1447,information on finding|nemo,information on finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1448,information on finding|nemo,information on finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1449,look up finding|nemo,look up finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1450,open page for finding|nemo,open page for finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1451,please find|me some info on finding|nemo,please find|me some info on finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1452,run a search for finding|nemo for me please,run a search for finding|nemo for me please,1000000000000000000000000000000000000000000000,NO_REL
1453,show details of the original finding|nemo,show details of the original finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1454,show finding|nemo,show finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1455,show me finding|nemo,show me finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1456,show me finding|nemo's page,show me finding|nemo's page,1000000000000000000000000000000000000000000000,NO_REL
1457,show me the official site for finding|nemo,show me the official site for finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1458,synopsis for finding|nemo,synopsis for finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1459,synopsis for finding|nemo,synopsis for finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1460,where can i find information on finding|nemo,where can i find information on finding|nemo,1000000000000000000000000000000000000000000000,NO_REL
1461,about the campaign,about the campaign,1000000000000000000000000000000000000000000000,NO_REL
1462,i would like to get all the information about the the campaign,i would like to get all the information about the the campaign,1000000000000000000000000000000000000000000000,NO_REL
1463,run a search for the campaign,run a search for the campaign,1000000000000000000000000000000000000000000000,NO_REL
1464,the campaign,the campaign,1000000000000000000000000000000000000000000000,NO_REL
1465,what is the campaign about,what is the campaign about,1000000000000000000000000000000000000000000000,NO_REL
1466,show me apollo|13,show me apollo|13,1000000000000000000000000000000000000000000000,NO_REL
1467,frank|capra movies,frank|capra movies,0000000000000100000000000000000000000000000000,movie.directed_by
1468,find movies produced by castle|rock|entertainment,find movies produced by castle|rock|entertainment,0000000000000000000000010000000000000000000000,movie.production_companies
1469,what movies does jake|gyllenhaal star in,what movies does jake|gyllenhaal star in,0000000000000000000000000000001000000000000000,movie.starring.actor
1470,get a list of movies with kristen|stewart,get a list of movies with kristen|stewart,0000000000000000000000000000001000000000000000,movie.starring.actor
1471,kristen|stewart top movies,kristen|stewart top movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1472,show me all movies kristen|stewart has been in,show me all movies kristen|stewart has been in,0000000000000000000000000000001000000000000000,movie.starring.actor
1473,what movies have kristen|stewart done,what movies have kristen|stewart done,0000000000000000000000000000001000000000000000,movie.starring.actor
1474,which movies has kristen|stewart been in,which movies has kristen|stewart been in,0000000000000000000000000000001000000000000000,movie.starring.actor
1475,list movie info kristen|stewart,list movie info kristen|stewart,0000000000000000000000000000001000000000000000,movie.starring.actor
1476,find movie info kristenn stewart,find movie info kristenn stewart,0000000000000000000000000000001000000000000000,movie.starring.actor
1477,movie info kristen|stewart,movie info kristen|stewart,0000000000000000000000000000001000000000000000,movie.starring.actor
1478,show lionsgate director movies,show lionsgate director movies,0000000000000000000000010000000000000000000000,movie.production_companies
1479,display movies made by production lionsgate,display movies made by production lionsgate,0000000000000000000000010000000000000000000000,movie.production_companies
1480,i want to see a list of lionsgate movies,i want to see a list of lionsgate movies,0000000000000000000000010000000000000000000000,movie.production_companies
1481,lionsgate films,lionsgate films,0000000000000000000000010000000000000000000000,movie.production_companies
1482,lionsgate list,lionsgate list,0000000000000000000000010000000000000000000000,movie.production_companies
1483,lionsgate movies,lionsgate movies,0000000000000000000000010000000000000000000000,movie.production_companies
1484,list lionsgate movies,list lionsgate movies,0000000000000000000000010000000000000000000000,movie.production_companies
1485,search for lionsgate movies,search for lionsgate movies,0000000000000000000000010000000000000000000000,movie.production_companies
1486,what movies has lionsgate done,what movies has lionsgate done,0000000000000000000000010000000000000000000000,movie.production_companies
1487,michelle phifer movie list,michelle phifer movie list,0000000000000000000000000000001000000000000000,movie.starring.actor
1488,find danish movies,find danish movies,0000000000010000001000000000000000000000000000,movie.country movie.language
1489,show me the movies acted by chiranjeevi,show me the movies acted by chiranjeevi,0000000000000000000000000000001000000000000000,movie.starring.actor
1490,what movies has charles|vidor directed,what movies has charles|vidor directed,0000000000000100000000000000000000000000000000,movie.directed_by
1491,what other movies die charles|vidor direct,what other movies die charles|vidor direct,0000000000000100000000000000000000000000000000,movie.directed_by
1492,show me all movies by charles|vidor,show me all movies by charles|vidor,0000000000000100000000000000000000000000000000,movie.directed_by
1493,i'd like to see foreign films,i'd like to see foreign films,0000000000010000000000000000000000000000000000,movie.country
1494,search for foreign movies,search for foreign movies,0000000000010000000000000000000000000000000000,movie.country
1495,what are some universal pictures films,what are some universal pictures films,0000000000000000000000010000000000000000000000,movie.production_companies
1496,show me all the movies made by universal,show me all the movies made by universal,0000000000000000000000010000000000000000000000,movie.production_companies
1497,find historical movies,find historical movies,0000000000000001000000000000000000000000000000,movie.genre
1498,display the films by 7|arts,display the films by 7|arts,0000000000000000000000010000000000000000000000,movie.production_companies
1499,show movies done by 7|arts,show movies done by 7|arts,0000000000000000000000010000000000000000000000,movie.production_companies
1500,can you show me a korean movie,can you show me a korean movie,0000000000010000001000000000000000000000000000,movie.country movie.language
1501,find korean movies,find korean movies,0000000000010000001000000000000000000000000000,movie.country movie.language
1502,korean movie,korean movie,0000000000010000001000000000000000000000000000,movie.country movie.language
1503,show me korean movies,show me korean movies,0000000000010000001000000000000000000000000000,movie.country movie.language
1504,i want to watch a korean movie,i want to watch a korean movie,0000000000010000001000000000000000000000000000,movie.country movie.language
1505,find all rated pg-13 movies with eddie|murphy,find all rated pg-13 movies with eddie|murphy,0000000000000000000000001000001000000000000000,movie.rating movie.starring.actor
1506,twentieth|century fox movies since 1990,twentieth|century fox movies since 1990,0000000000000000010000000000000000000000000000,movie.initial_release_date
1507,can you show me movies starring denzel|washington please,can you show me movies starring denzel|washington please,0000000000000000000000000000001000000000000000,movie.starring.actor
1508,i want to see movies starring denzel|washington,i want to see movies starring denzel|washington,0000000000000000000000000000001000000000000000,movie.starring.actor
1509,please show me movies starring denzel|washington,please show me movies starring denzel|washington,0000000000000000000000000000001000000000000000,movie.starring.actor
1510,show me movies starring denzel|washington,show me movies starring denzel|washington,0000000000000000000000000000001000000000000000,movie.starring.actor
1511,all the movies by kareena,all the movies by kareena,0000000000000000000000000000001000000000000000,movie.starring.actor
1512,find movies of kareena,find movies of kareena,0000000000000000000000000000001000000000000000,movie.starring.actor
1513,kareena's movies,kareena's movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1514,look for kareena's movies,look for kareena's movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1515,find prison break movies,find prison break movies,1000000000000000000000000000000000000000000000,NO_REL
1516,find movies produced by spike|lee,find movies produced by spike|lee,0000000000000000000000100000000000000000000000,movie.produced_by
1517,has spike|lee produced any films,has spike|lee produced any films,0000000000000000000000100000000000000000000000,movie.produced_by
1518,search for movies produced by spike|lee,search for movies produced by spike|lee,0000000000000000000000100000000000000000000000,movie.produced_by
1519,give me a list of woody|allen films,give me a list of woody|allen films,0000000000000100000000000000000000000000000000,movie.directed_by
1520,show all movies directed by woody|allen,show all movies directed by woody|allen,0000000000000100000000000000000000000000000000,movie.directed_by
1521,woody movies,woody movies,0000000000000100000000000000000000000000000000,movie.directed_by
1522,please find all movies woody|allen has directed,please find all movies woody|allen has directed,0000000000000100000000000000000000000000000000,movie.directed_by
1523,what movies were directed by woody|allen,what movies were directed by woody|allen,0000000000000100000000000000000000000000000000,movie.directed_by
1524,which movies does gabrielle|union come out in,which movies does gabrielle|union come out in,0000000000000000000000000000001000000000000000,movie.starring.actor
1525,give me anything directed by robert|wise,give me anything directed by robert|wise,0000000000000100000000000000000000000000000000,movie.directed_by
1526,list all robert|wise movies,list all robert|wise movies,0000000000000100000000000000000000000000000000,movie.directed_by
1527,show me a list of movies directed by robert|wise,show me a list of movies directed by robert|wise,0000000000000100000000000000000000000000000000,movie.directed_by
1528,what are all of the movies directed by robert|wise,what are all of the movies directed by robert|wise,0000000000000100000000000000000000000000000000,movie.directed_by
1529,list all of the movies that have been directed by robert|wise,list all of the movies that have been directed by robert|wise,0000000000000100000000000000000000000000000000,movie.directed_by
1530,what are all movies produced by chris|nolan,what are all movies produced by chris|nolan,0000000000000000000000100000000000000000000000,movie.produced_by
1531,show me movies in german,show me movies in german,0000000000000000001000000000000000000000000000,movie.language
1532,display movies in german,display movies in german,0000000000000000001000000000000000000000000000,movie.language
1533,do you have in movies in german,do you have in movies in german,0000000000000000001000000000000000000000000000,movie.language
1534,i only want to see movies in german,i only want to see movies in german,0000000000000000001000000000000000000000000000,movie.language
1535,watch movies in german language,watch movies in german language,0000000000000000001000000000000000000000000000,movie.language
1536,find films in german,find films in german,0000000000000000001000000000000000000000000000,movie.language
1537,get german language films,get german language films,0000000000000000001000000000000000000000000000,movie.language
1538,show movies in german,show movies in german,0000000000000000001000000000000000000000000000,movie.language
1539,show back|to|the|future movies,show back|to|the|future movies,1000000000000000000000000000000000000000000000,NO_REL
1540,show me back|to|the|future movies,show me back|to|the|future movies,1000000000000000000000000000000000000000000000,NO_REL
1541,movie results for back|to|the|future,movie results for back|to|the|future,1000000000000000000000000000000000000000000000,NO_REL
1542,show me a list of movies that christian|bale has starred in during his career,show me a list of movies that christian|bale has starred in during his career,0000000000000000000000000000001000000000000000,movie.starring.actor
1543,what are all of the movies acted in by the actor christian|bale,what are all of the movies acted in by the actor christian|bale,0000000000000000000000000000001000000000000000,movie.starring.actor
1544,what are all the movies played in by chrisian bale,what are all the movies played in by chrisian bale,0000000000000000000000000000001000000000000000,movie.starring.actor
1545,what movies has christian|bale acted in,what movies has christian|bale acted in,0000000000000000000000000000001000000000000000,movie.starring.actor
1546,what movies has christian|bale appeared in,what movies has christian|bale appeared in,0000000000000000000000000000001000000000000000,movie.starring.actor
1547,what movies have christian|bale played in,what movies have christian|bale played in,0000000000000000000000000000001000000000000000,movie.starring.actor
1548,what movies and upcoming movies will christian|bale star in,what movies and upcoming movies will christian|bale star in,0000000000000000000000000000001000000000000000,movie.starring.actor
1549,find|me movies by jj|abrams,find|me movies by jj|abrams,0000000000000100000000000000000000000000000000,movie.directed_by
1550,brad|pitt movie now,brad|pitt movie now,0000000000000000000000000000001000000000000000,movie.starring.actor
1551,brad|pitt movies,brad|pitt movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1552,can you please list all movies with brad|pitt,can you please list all movies with brad|pitt,0000000000000000000000000000001000000000000000,movie.starring.actor
1553,can you please list all movies with brad|pitt,can you please list all movies with brad|pitt,0000000000000000000000000000001000000000000000,movie.starring.actor
1554,can you please list the movies brad|pitt has acted in,can you please list the movies brad|pitt has acted in,0000000000000000000000000000001000000000000000,movie.starring.actor
1555,can you show me a movie with brad|pitt,can you show me a movie with brad|pitt,0000000000000000000000000000001000000000000000,movie.starring.actor
1556,i want to watch movies with brad|pitt,i want to watch movies with brad|pitt,0000000000000000000000000000001000000000000000,movie.starring.actor
1557,list all brad|pitt movies,list all brad|pitt movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1558,list all brad|pitt's movies,list all brad|pitt's movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1559,list brad|pitt movies,list brad|pitt movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1560,look for movies with brad|pitt in them,look for movies with brad|pitt in them,0000000000000000000000000000001000000000000000,movie.starring.actor
1561,movie with brad|pitt,movie with brad|pitt,0000000000000000000000000000001000000000000000,movie.starring.actor
1562,show all brad|pitt movies,show all brad|pitt movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1563,show brad|pitt movies,show brad|pitt movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1564,show me brad|pitt movies,show me brad|pitt movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1565,show movies with brad|pitt,show movies with brad|pitt,0000000000000000000000000000001000000000000000,movie.starring.actor
1566,what movie brad|pitt in,what movie brad|pitt in,0000000000000000000000000000001000000000000000,movie.starring.actor
1567,what movies have brad|pitt,what movies have brad|pitt,0000000000000000000000000000001000000000000000,movie.starring.actor
1568,sort by all brad|pitt movies,sort by all brad|pitt movies,0000000000000100000000000000001000000000000000,movie.starring.actor movie.directed_by
1569,what movies did tom|hanks direct that he also starred in,what movies did tom|hanks direct that he also starred in,0000000000000100000000000000001000000000000000,movie.starring.actor movie.directed_by
1570,show me a list of all movies directed by tom|hanks starting with newest to oldest,show me a list of all movies directed by tom|hanks starting with newest to oldest,0000000000000100010000000000000000000000000000,movie.directed_by movie.initial_release_date
1571,angelina|jolie's latest movie,angelina|jolie's latest movie,0000000000000000010000000000001000000000000000,movie.starring.actor movie.initial_release_date
1572,movies from scotland,movies from scotland,0000000000010000000000000000000000000000000000,movie.country
1573,give me a list of r rated movies,give me a list of r rated movies,0000000000000000000000001000000000000000000000,movie.rating
1574,i want to look for movies with an r rating,i want to look for movies with an r rating,0000000000000000000000001000000000000000000000,movie.rating
1575,i want to see all movies with a r rating,i want to see all movies with a r rating,0000000000000000000000001000000000000000000000,movie.rating
1576,please look up r rated movies,please look up r rated movies,0000000000000000000000001000000000000000000000,movie.rating
1577,rate r movies for adult enterainment,rate r movies for adult enterainment,0000000000000000000000001000000000000000000000,movie.rating
1578,show me all r -rated movies,show me all r -rated movies,0000000000000000000000001000000000000000000000,movie.rating
1579,show me movies that are rated r,show me movies that are rated r,0000000000000000000000001000000000000000000000,movie.rating
1580,find movies with r ratings,find movies with r ratings,0000000000000000000000001000000000000000000000,movie.rating
1581,find rated r movies,find rated r movies,0000000000000000000000001000000000000000000000,movie.rating
1582,i want to find movies rated r,i want to find movies rated r,0000000000000000000000001000000000000000000000,movie.rating
1583,i want to view movies that are rated r,i want to view movies that are rated r,0000000000000000000000001000000000000000000000,movie.rating
1584,look up r rated movies,look up r rated movies,0000000000000000000000001000000000000000000000,movie.rating
1585,movies with r rating,movies with r rating,0000000000000000000000001000000000000000000000,movie.rating
1586,r - rated,r - rated,0000000000000000000000001000000000000000000000,movie.rating
1587,r rated movies,r rated movies,0000000000000000000000001000000000000000000000,movie.rating
1588,show me movies with a rating of r,show me movies with a rating of r,0000000000000000000000001000000000000000000000,movie.rating
1589,what are a list of movies with an r rating,what are a list of movies with an r rating,0000000000000000000000001000000000000000000000,movie.rating
1590,are there any movies that are rated r,are there any movies that are rated r,0000000000000000000000001000000000000000000000,movie.rating
1591,compile a list of movies with a r rating,compile a list of movies with a r rating,0000000000000000000000001000000000000000000000,movie.rating
1592,i want an r rated movie,i want an r rated movie,0000000000000000000000001000000000000000000000,movie.rating
1593,list all rated r movies,list all rated r movies,0000000000000000000000001000000000000000000000,movie.rating
1594,r rated movies,r rated movies,0000000000000000000000001000000000000000000000,movie.rating
1595,search for r rated movies,search for r rated movies,0000000000000000000000001000000000000000000000,movie.rating
1596,show me a list of movies with r rating,show me a list of movies with r rating,0000000000000000000000001000000000000000000000,movie.rating
1597,show me all rated r movies,show me all rated r movies,0000000000000000000000001000000000000000000000,movie.rating
1598,show me r movies,show me r movies,0000000000000000000000001000000000000000000000,movie.rating
1599,show me r rated movies,show me r rated movies,0000000000000000000000001000000000000000000000,movie.rating
1600,show only rated r movies,show only rated r movies,0000000000000000000000001000000000000000000000,movie.rating
1601,what are movies that have a r rating,what are movies that have a r rating,0000000000000000000000001000000000000000000000,movie.rating
1602,which movies are rated r,which movies are rated r,0000000000000000000000001000000000000000000000,movie.rating
1603,what other videos does the country norway have,what other videos does the country norway have,0000000000010000000000000000000000000000000000,movie.country
1604,a showing of movies that are in spanish,a showing of movies that are in spanish,0000000000000000001000000000000000000000000000,movie.language
1605,can you find movies in spanish,can you find movies in spanish,0000000000000000001000000000000000000000000000,movie.language
1606,search for movies in spanish,search for movies in spanish,0000000000000000001000000000000000000000000000,movie.language
1607,spanish language movies,spanish language movies,0000000000000000001000000000000000000000000000,movie.language
1608,i am looking for movies in spanish,i am looking for movies in spanish,0000000000000000001000000000000000000000000000,movie.language
1609,i would like to watch movies that are spoken in spanish,i would like to watch movies that are spoken in spanish,0000000000000000001000000000000000000000000000,movie.language
1610,list of movies in spanish,list of movies in spanish,0000000000000000001000000000000000000000000000,movie.language
1611,show me movies in spanish,show me movies in spanish,0000000000000000001000000000000000000000000000,movie.language
1612,can you show me a list of movies in spanish,can you show me a list of movies in spanish,0000000000000000001000000000000000000000000000,movie.language
1613,find movies in spanish,find movies in spanish,0000000000000000001000000000000000000000000000,movie.language
1614,find movies in spanish,find movies in spanish,0000000000000000001000000000000000000000000000,movie.language
1615,give me movies in spanish,give me movies in spanish,0000000000000000001000000000000000000000000000,movie.language
1616,i would like a list of movies that have been made in spanish,i would like a list of movies that have been made in spanish,0000000000000000001000000000000000000000000000,movie.language
1617,movies in spanish,movies in spanish,0000000000000000001000000000000000000000000000,movie.language
1618,please make a list of movies that have been made in spanish,please make a list of movies that have been made in spanish,0000000000000000001000000000000000000000000000,movie.language
1619,send me movies that are in spanish,send me movies that are in spanish,0000000000000000001000000000000000000000000000,movie.language
1620,show me movies in spanish,show me movies in spanish,0000000000000000001000000000000000000000000000,movie.language
1621,show me movies that are in spanish,show me movies that are in spanish,0000000000000000001000000000000000000000000000,movie.language
1622,give me swedish films,give me swedish films,0000000000010000001000000000000000000000000000,movie.country movie.language
1623,show me mexican films,show me mexican films,0000000000010000000000000000000000000000000000,movie.country
1624,show me movies made in south africa,show me movies made in south africa,0000000000010000000000000000000000000000000000,movie.country
1625,list some sci fi movies,list some sci fi movies,0000000000000001000000000000000000000000000000,movie.genre
1626,show me scifi fantasy movies,show me scifi fantasy movies,0000000000000001000000000000000000000000000000,movie.genre
1627,find scifi films,find scifi films,0000000000000001000000000000000000000000000000,movie.genre
1628,list scifi,list scifi,0000000000000001000000000000000000000000000000,movie.genre
1629,what movies did matt|damon appear in,what movies did matt|damon appear in,0000000000000000000000000000001000000000000000,movie.starring.actor
1630,sound of music robert|wise,sound of music robert|wise,0000000000000100000000000000000000000000000000,movie.directed_by
1631,can i watch a terry george film tonight,can i watch a terry george film tonight,0000000000000100000000000000000000000000000000,movie.directed_by
1632,get a list of animated films,get a list of animated films,0000000000000001000000000000000000000000000000,movie.genre
1633,show me movies that are about scary zombies,show me movies that are about scary zombies,0000000000000000000000000000000010000000000000,movie.subjects
1634,is there a movie about the zombie apocolypse,is there a movie about the zombie apocolypse,0000000000000000000000000000000010000000000000,movie.subjects
1635,i want to see a list about zombie horror films,i want to see a list about zombie horror films,0000000000000001000000000000000010000000000000,movie.genre movie.subjects
1636,find some zombie movies,find some zombie movies,0000000000000000000000000000000010000000000000,movie.subjects
1637,find zombie movies,find zombie movies,0000000000000000000000000000000010000000000000,movie.subjects
1638,get list of zombie movies,get list of zombie movies,0000000000000000000000000000000010000000000000,movie.subjects
1639,give me a list of zombie movies,give me a list of zombie movies,0000000000000000000000000000000010000000000000,movie.subjects
1640,i want to find zombie movies,i want to find zombie movies,0000000000000000000000000000000010000000000000,movie.subjects
1641,i want to see zombie movies,i want to see zombie movies,0000000000000000000000000000000010000000000000,movie.subjects
1642,see zombie movies,see zombie movies,0000000000000000000000000000000010000000000000,movie.subjects
1643,show me zombie movies,show me zombie movies,0000000000000000000000000000000010000000000000,movie.subjects
1644,show me zombie movies,show me zombie movies,0000000000000000000000000000000010000000000000,movie.subjects
1645,show zombie movies,show zombie movies,0000000000000000000000000000000010000000000000,movie.subjects
1646,zombie movie favorites,zombie movie favorites,0000000000000000000000000000000010000000000000,movie.subjects
1647,find|me a movie with zombies,find|me a movie with zombies,0000000000000000000000000000000010000000000000,movie.subjects
1648,show me movies about zombies,show me movies about zombies,0000000000000000000000000000000010000000000000,movie.subjects
